,name,version,description,keywords,dependencies,devDependencies,communityInterest,downloadsCount,downloadsAcceleration,dependentsCount,quality,popularity,maintenance
326,lodash.clonedeep,4.5.0,The lodash method `_.cloneDeep` exported as a module.,"['lodash-modularized', 'clonedeep']",,"{'mocha': '^5.2.0', 'eslint': '^7.16.0', 'eslint-plugin-import': '^2.22.1', 'lodash': '4.17.20', 'esm': '^3.2.25'}",54830,24704444.0,44117.97538051751,1770,0.939846744074156,0.7815496999938913,0.6573251392844993
327,lodash.flatten,4.4.0,The lodash method `_.flatten` exported as a module.,"['lodash-modularized', 'flatten']",,"{'async': '^2.1.4', 'benchmark': '^2.1.3', 'chalk': '^1.1.3', 'cheerio': '^0.22.0', 'codecov.io': '~0.1.6', 'coveralls': '^2.11.15', 'curl-amd': '~0.8.12', 'docdown': '~0.7.2', 'dojo': '^1.12.1', 'ecstatic': '^2.2.2', 'eslint': '^6.2.0', 'eslint-plugin-import': '^2.18.2', 'esm': '^3.1.3', 'fs-extra': '~1.0.0', 'glob': '^7.1.1', 'istanbul': '0.4.5', 'jquery': '^3.4.1', 'lodash': '4.17.11', 'lodash-doc-globals': '^0.1.1', 'markdown-doctest': '^0.9.1', 'mocha': '^5.2.0', 'optional-dev-dependency': '^2.0.0', 'platform': '^1.3.3', 'qunit-extras': '^3.0.0', 'qunitjs': '^2.1.0', 'request': '^2.79.0', 'requirejs': '^2.3.2', 'sauce-tunnel': '^2.5.0', 'uglify-js': '2.7.5', 'webpack': '^1.14.0'}",52410,15286503.666666666,54487.73242009131,466,0.939846744074156,0.7141993548145922,0.6576853006986514
328,lodash.truncate,4.4.2,The lodash method `_.truncate` exported as a module.,"['lodash-modularized', 'truncate']",,"{'mocha': '^5.2.0', 'eslint': '^7.16.0', 'eslint-plugin-import': '^2.22.1', 'lodash': '4.17.20', 'esm': '^3.2.25'}",55335,365705.0,-1507.297488584475,32,0.939846744074156,0.4084519978584886,0.6573208522972848
329,slice-ansi,4.0.0,Slice a string with ANSI escape codes,"['slice', 'string', 'ansi', 'styles', 'color', 'colour', 'colors', 'terminal', 'console', 'cli', 'tty', 'escape', 'formatting', 'rgb', '256', 'shell', 'xterm', 'log', 'logging', 'command-line', 'text']","{'ansi-styles': '^4.0.0', 'astral-regex': '^2.0.0', 'is-fullwidth-code-point': '^3.0.0'}","{'ava': '^2.1.0', 'chalk': '^3.0.0', 'random-item': '^3.0.0', 'strip-ansi': '^6.0.0', 'xo': '^0.26.1'}",70,84381623.66666667,272512.1380517504,120,0.9465086696984233,0.5470261025908963,0.999894531306083
330,astral-regex,2.0.0,Regular expression for matching astral symbols,"['astral', 'emoji', 'regex', 'surrogate']",,"{'ava': '^1.4.1', 'tsd': '^0.7.2', 'xo': '^0.24.0'}",34,59074578.333333336,190857.73228691018,72,0.9554165595786436,0.5089493805769023,0.9999405727453268
331,text-table,0.2.0,borderless text tables with alignment,"['text', 'table', 'align', 'ascii', 'rows', 'tabular']",,"{'tap': '~0.4.0', 'tape': '~1.0.2', 'cli-color': '~0.2.3'}",287,49139807.333333336,145252.12125190254,777,0.7193235930565953,0.6102513603782312,0.0910617632218766
332,v8-compile-cache,2.3.0,Require hook for automatic V8 compile cache persistence,,,"{'babel-core': '6.26.3', 'eslint': '^7.12.1', 'flow-parser': '0.136.0', 'rimraf': '^2.5.4', 'rxjs': '6.6.3', 'semver': '^5.3.0', 'tap': '^9.0.0', 'temp': '^0.8.3', 'yarn': '1.22.10'}",516,55214840.0,156792.230022831,240,0.9654687553180948,0.5915964222346977,0.9998651952945008
333,redux,4.0.5,Predictable state container for JavaScript apps,"['redux', 'reducer', 'state', 'predictable', 'functional', 'immutable', 'hot', 'live', 'replay', 'flux', 'elm']","{'loose-envify': '^1.4.0', 'symbol-observable': '^1.2.0'}","{'@babel/cli': '^7.5.0', '@babel/core': '^7.5.4', '@babel/node': '^7.5.0', '@babel/plugin-external-helpers': '^7.2.0', '@babel/plugin-proposal-object-rest-spread': '^7.5.4', '@babel/preset-env': '^7.5.4', '@babel/preset-flow': '^7.0.0', '@babel/register': '^7.4.4', '@typescript-eslint/eslint-plugin': '^1.11.0', '@typescript-eslint/parser': '^1.11.0', 'babel-core': '^7.0.0-bridge.0', 'babel-eslint': '^10.0.2', 'babel-jest': '^24.8.0', 'cross-env': '^5.2.0', 'eslint': '^5.16.0', 'eslint-config-react-app': '^4.0.1', 'eslint-plugin-flowtype': '^2.50.3', 'eslint-plugin-import': '^2.18.0', 'eslint-plugin-jsx-a11y': '^6.2.3', 'eslint-plugin-react': '^7.14.2', 'eslint-plugin-react-hooks': '^1.6.1', 'glob': '^7.1.4', 'jest': '^24.8.0', 'prettier': '^1.18.2', 'rimraf': '^2.6.3', 'rollup': '^1.16.7', 'rollup-plugin-babel': '^4.3.3', 'rollup-plugin-node-resolve': '^5.2.0', 'rollup-plugin-replace': '^2.2.0', 'rollup-plugin-terser': '^5.1.1', 'rxjs': '^6.5.2', 'typescript': '^3.5.3', 'typings-tester': '^0.3.2'}",71707,19420943.0,22741.589687975647,8940,0.9710763440945505,0.8305042673605765,0.7173301334912949
334,symbol-observable,3.0.0,Symbol.observable ponyfill,"['symbol', 'observable', 'observables', 'ponyfill', 'polyfill', 'shim']",,"{'babel-cli': '^6.9.0', 'babel-preset-es2015': '^6.9.0', 'babel-preset-es3': '^1.0.0', 'chai': '^3.5.0', 'check-es3-syntax-cli': '^0.1.0', 'mocha': '^2.4.5', 'typescript': '^4.0.5'}",235,51289607.0,133840.21845509892,318,0.9303561122886091,0.5745203854752049,0.999894531306083
335,babel-runtime,6.26.0,babel selfContained runtime,,"{'core-js': '^2.4.0', 'regenerator-runtime': '^0.11.0'}","{'babel-helpers': '^6.22.0', 'babel-plugin-transform-runtime': '^6.23.0'}",43972,39740690.666666664,18295.144805936085,11036,0.828017135109663,0.849929417381236,0.47350825191091517
336,core-js,3.10.0,Standard library,"['ES3', 'ES5', 'ES6', 'ES7', 'ES2015', 'ES2016', 'ES2017', 'ES2018', 'ES2019', 'ES2020', 'ECMAScript 3', 'ECMAScript 5', 'ECMAScript 6', 'ECMAScript 7', 'ECMAScript 2015', 'ECMAScript 2016', 'ECMAScript 2017', 'ECMAScript 2018', 'ECMAScript 2019', 'ECMAScript 2020', 'Harmony', 'Strawman', 'Map', 'Set', 'WeakMap', 'WeakSet', 'Promise', 'Observable', 'Symbol', 'TypedArray', 'URL', 'URLSearchParams', 'queueMicrotask', 'setImmediate', 'polyfill', 'ponyfill', 'shim']",,,15862,133933922.66666667,290029.0126331812,25189,0.8786791261070332,0.9211672492154146,0.9611805261193561
337,winston,3.3.3,A logger for just about everything.,"['winston', 'logger', 'logging', 'logs', 'sysadmin', 'bunyan', 'pino', 'loglevel', 'tools', 'json', 'stream']","{'async': '^3.1.0', '@dabh/diagnostics': '^2.0.2', 'is-stream': '^2.0.0', 'logform': '^2.2.0', 'one-time': '^1.0.0', 'readable-stream': '^3.4.0', 'stack-trace': '0.0.x', 'triple-beam': '^1.3.0', 'winston-transport': '^4.4.0'}","{'@babel/cli': '^7.10.3', '@babel/core': '^7.10.3', '@babel/preset-env': '^7.10.3', '@types/node': '^14.0.13', 'abstract-winston-transport': '^0.5.1', 'assume': '^2.2.0', 'colors': '^1.4.0', 'cross-spawn-async': '^2.2.5', 'eslint-config-populist': '^4.2.0', 'hock': '^1.4.1', 'mocha': '^8.0.1', 'nyc': '^15.1.0', 'rimraf': '^3.0.2', 'split2': '^3.1.1', 'std-mocks': '^1.0.1', 'through2': '^3.0.1', 'winston-compat': '^0.1.5'}",19086,20755942.666666668,22556.01065449012,8706,0.9795268087474057,0.7910744079805797,0.6154272724401202
338,async,3.2.0,Higher-order functions and common patterns for asynchronous code,"['async', 'callback', 'module', 'utility']",,"{'babel-core': '^6.26.3', 'babel-eslint': '^8.2.6', 'babel-minify': '^0.5.0', 'babel-plugin-add-module-exports': '^0.2.1', 'babel-plugin-istanbul': '^5.1.4', 'babel-plugin-syntax-async-generators': '^6.13.0', 'babel-plugin-transform-es2015-modules-commonjs': '^6.26.2', 'babel-preset-es2015': '^6.3.13', 'babel-preset-es2017': '^6.22.0', 'babel-register': '^6.26.0', 'babelify': '^8.0.0', 'benchmark': '^2.1.1', 'bluebird': '^3.4.6', 'browserify': '^16.2.3', 'chai': '^4.2.0', 'cheerio': '^0.22.0', 'coveralls': '^3.0.4', 'es6-promise': '^2.3.0', 'eslint': '^6.0.1', 'eslint-plugin-prefer-arrow': '^1.1.5', 'fs-extra': '^0.26.7', 'jsdoc': '^3.6.2', 'karma': '^4.1.0', 'karma-browserify': '^5.3.0', 'karma-edge-launcher': '^0.4.2', 'karma-firefox-launcher': '^1.1.0', 'karma-junit-reporter': '^1.2.0', 'karma-mocha': '^1.2.0', 'karma-mocha-reporter': '^2.2.0', 'karma-safari-launcher': '^1.0.0', 'mocha': '^6.1.4', 'mocha-junit-reporter': '^1.18.0', 'native-promise-only': '^0.8.0-a', 'nyc': '^14.1.1', 'rimraf': '^2.5.0', 'rollup': '^0.63.4', 'rollup-plugin-node-resolve': '^2.0.0', 'rollup-plugin-npm': '^2.0.0', 'rsvp': '^3.0.18', 'semver': '^5.5.0', 'yargs': '^11.0.0'}",31431,157392602.0,451650.5630136987,23800,0.9997829744952641,0.9516866358018776,0.999894531306083
339,@dabh/diagnostics,2.0.2,Tools for debugging your node.js modules and event loop,"['debug', 'debugger', 'debugging', 'diagnostic', 'diagnostics', 'event', 'loop', 'metrics', 'stats']","{'colorspace': '1.1.x', 'enabled': '2.0.x', 'kuler': '^2.0.0'}","{'assume': '2.1.x', 'asyncstorageapi': '^1.0.2', 'mocha': '5.2.x', 'nyc': '^14.1.1', 'objstorage': '^1.0.0', 'pre-commit': '1.2.x', 'require-poisoning': '^2.0.0', 'webpack': '^4.29.5', 'webpack-bundle-size-analyzer': '^3.0.0', 'webpack-cli': '^3.2.3'}",39,7714646.666666667,66227.90487062404,5,0.8284659197911706,0.3696741762255746,0.999894531306083
340,colorspace,1.1.2,Generate HEX colors for a given namespace.,"['namespace', 'color', 'hex', 'colorize', 'name', 'space', 'colorspace']","{'color': '3.0.x', 'text-hex': '1.0.x'}","{'assume': '2.1.x', 'mocha': '5.2.x', 'pre-commit': '1.2.x'}",10,14008619.333333334,51535.15951293758,2,0.7974907310617044,0.36447751948294677,0.9998651952945008
341,color,3.1.3,Color conversion and manipulation with CSS string support,"['color', 'colour', 'css']","{'color-convert': '^1.9.1', 'color-string': '^1.5.4'}","{'mocha': '^6.1.4', 'xo': '0.12.1'}",3909,50007991.666666664,133039.46660958906,1814,0.9113960266689376,0.7297298192303545,0.5538689282456544
342,color-convert,2.0.1,Plain color conversion functions,"['color', 'colour', 'convert', 'converter', 'conversion', 'rgb', 'hsl', 'hsv', 'hwb', 'cmyk', 'ansi', 'ansi16']",{'color-name': '~1.1.4'},"{'chalk': '^2.4.2', 'xo': '^0.24.0'}",659,176795507.0,711716.5988394218,426,0.9654687553180948,0.6551568333494125,0.999894531306083
343,color-name,1.1.4,A list of color names and its values,"['color-name', 'color', 'color-keyword', 'keyword']",,,93,175863213.66666666,700532.2984589038,213,0.8355943290303914,0.5859601430796954,0.99991963767318
344,color-string,1.5.5,Parser and generator for CSS color strings,"['color', 'colour', 'rgb', 'css']","{'color-name': '^1.0.0', 'simple-swizzle': '^0.2.2'}",{'xo': '^0.12.1'},237,48041798.666666664,163143.3217465753,124,0.9303561122886091,0.5490827868270499,0.9998945234117538
345,simple-swizzle,0.2.2,Simply swizzle your arguments,"['argument', 'arguments', 'swizzle', 'swizzling', 'parameter', 'parameters', 'mixed', 'array']",{'is-arrayish': '^0.3.1'},"{'coffee-script': '^1.9.3', 'coveralls': '^2.11.2', 'istanbul': '^0.3.17', 'mocha': '^2.2.5', 'should': '^7.0.1', 'xo': '^0.7.1'}",12,43517494.666666664,135789.95639269403,24,0.9004016402232173,0.4593118518260123,0.5
346,is-arrayish,0.3.2,Determines if an object can be used as an array,"['is', 'array', 'duck', 'type', 'arrayish', 'similar', 'proto', 'prototype', 'type']",,"{'@zeit/eslint-config-node': '^0.3.0', '@zeit/git-hooks': '^0.1.4', 'coffeescript': '^2.3.1', 'coveralls': '^3.0.1', 'eslint': '^4.19.1', 'istanbul': '^0.4.5', 'mocha': '^5.2.0', 'should': '^13.2.1'}",28,107542415.0,303666.1899923895,154,0.8668192365614442,0.5458866429415963,0.4747423999786039
347,text-hex,1.0.0,Generate a hex color from the given text,"['css', 'color', 'hex', 'text']",,"{'assume': '2.1.x', 'mocha': '5.2.x', 'pre-commit': '1.2.x'}",16,13948875.0,46709.75993150685,3,0.7398887268275307,0.3707424450003617,0.9998651952945008
348,enabled,2.0.0,Check if a certain debug flag is enabled.,"['enabled', 'debug', 'diagnostics', 'flag', 'env', 'variable', 'localstorage']",,"{'assume': '2.1.x', 'istanbul': '^0.4.5', 'mocha': '5.2.x', 'pre-commit': '1.2.x'}",7,13450537.666666666,43951.148896499246,6,0.9410361192033948,0.3660185970004916,0.9998651952945008
349,kuler,2.0.0,Color your terminal using CSS/hex color codes,"['kuler', 'ansi', 'color', 'colour', 'chalk', 'css', 'hex', 'rgb', 'rgv']",,"{'assume': '^2.0.1', 'mocha': '^5.1.1'}",28,12900912.333333334,47629.823192541866,11,0.8415112639714104,0.38890753330763556,0.9998651952945008
350,is-stream,2.0.0,Check if something is a Node.js stream,"['stream', 'type', 'streams', 'writable', 'readable', 'duplex', 'transform', 'check', 'detect', 'is']",,"{'@types/node': '^11.13.6', 'ava': '^1.4.1', 'tempy': '^0.3.0', 'tsd': '^0.7.2', 'xo': '^0.24.0'}",129,120178134.66666667,483698.08460806694,658,0.9554165595786436,0.6231650209539187,0.999894531306083
351,logform,2.2.0,An mutable object-based log format designed for chaining & objectMode streams.,"['winston', 'logging', 'format', 'winstonjs']","{'colors': '^1.2.1', 'fast-safe-stringify': '^2.0.4', 'fecha': '^4.2.0', 'ms': '^2.1.1', 'triple-beam': '^1.3.0'}","{'@babel/cli': '^7.10.3', '@babel/core': '^7.10.3', '@babel/preset-env': '^7.10.3', 'assume': '^2.2.0', 'eslint-config-populist': '^4.1.0', 'mocha': '^8.0.1', 'nyc': '^15.1.0', 'rimraf': '^3.0.2'}",243,13332241.333333334,39604.37684550989,108,0.8800019535154213,0.46794009690982574,0.35193626867177535
352,colors,1.4.0,get colors in your node.js console,"['ansi', 'terminal', 'colors']",,"{'eslint': '^5.2.0', 'eslint-config-google': '^0.11.0'}",4919,86457580.0,271526.0062214612,15079,0.9694746130079545,0.8494687961270502,0.19210109066143594
353,fast-safe-stringify,2.0.7,Safely and quickly serialize JavaScript objects,"['stable', 'stringify', 'JSON', 'JSON.stringify', 'safe', 'serialize']",,"{'benchmark': '^2.1.4', 'clone': '^2.1.0', 'json-stringify-safe': '^5.0.1', 'standard': '^11.0.0', 'tap': '^12.0.0'}",289,24163874.0,81109.93253424656,345,0.8699497577759701,0.5447255787636146,0.999894531306083
354,fecha,4.2.0,Date formatting and parsing,"['date', 'parse', 'moment', 'format', 'fecha', 'formatting']",,"{'@istanbuljs/nyc-config-typescript': '^1.0.1', '@typescript-eslint/eslint-plugin': '^2.14.0', '@typescript-eslint/parser': '^2.14.0', 'eslint': '^6.8.0', 'eslint-config-prettier': '^6.9.0', 'nyc': '^15.0.0', 'painless': '^0.9.7', 'prettier': '1.19.1', 'rollup': '^0.59.0', 'rollup-plugin-sourcemaps': '^0.5.0', 'rollup-plugin-typescript': '^1.0.1', 'rollup-plugin-uglify': '^3.0.0', 'source-map-support': '^0.5.16', 'ts-node': '^8.5.4', 'tslib': '^1.10.0', 'typescript': '^3.7.4'}",2084,13791896.333333334,49113.30211187214,234,0.9518843981409003,0.5610814670320567,0.999894531306083
355,triple-beam,1.3.0,Definitions of levels for logging purposes & shareable Symbol constants.,"['winstonjs', 'winston', 'logging', 'logform', 'symbols', 'logs', 'levels']",,"{'assume': '^2.0.1', 'eslint-config-populist': '^4.1.0', 'mocha': '^5.1.1', 'nyc': '^11.7.1'}",22,12443348.333333334,46277.68356164382,124,0.8699497577759701,0.4289662426234591,0.999894531306083
356,one-time,1.0.0,Run the supplied function exactly one time (once),"['once', 'function', 'single', 'one', 'one-time', 'execution', 'nope']",{'fn.name': '1.x.x'},"{'assume': '^2.2.0', 'mocha': '^6.1.4', 'nyc': '^14.1.0'}",17,12614446.666666666,43746.2045852359,48,0.853013771646336,0.40376713777978773,0.999894531306083
357,fn.name,1.1.0,Extract names from functions,"['fn.name', 'function.name', 'name', 'function', 'extract', 'parse', 'names']",,"{'assume': '2.x.x', 'istanbul': '0.3.x', 'mocha': '5.x.x', 'pre-commit': '1.x.x'}",11,7579720.333333333,67760.66438356164,5,0.9410361192033948,0.3535007957536274,0.9998651952945008
358,readable-stream,3.6.0,"Streams3, a user-land copy of the stream library from Node.js","['readable', 'stream', 'pipe']","{'inherits': '^2.0.3', 'string_decoder': '^1.1.1', 'util-deprecate': '^1.0.1'}","{'@babel/cli': '^7.2.0', '@babel/core': '^7.2.0', '@babel/polyfill': '^7.0.0', '@babel/preset-env': '^7.2.0', 'airtap': '0.0.9', 'assert': '^1.4.0', 'bl': '^2.0.0', 'deep-strict-equal': '^0.2.0', 'events.once': '^2.0.2', 'glob': '^7.1.2', 'gunzip-maybe': '^1.4.1', 'hyperquest': '^2.1.3', 'lolex': '^2.6.0', 'nyc': '^11.0.0', 'pump': '^3.0.0', 'rimraf': '^2.6.2', 'tap': '^12.0.0', 'tape': '^4.9.0', 'tar-fs': '^1.16.2', 'util-promisify': '^2.1.0'}",1209,263125367.0,650996.5124809742,2315,0.9033679304195238,0.7413371441961736,0.4011558790850219
359,string_decoder,1.3.0,The string_decoder module from Node core,"['string', 'decoder', 'browser', 'browserify']",{'safe-buffer': '~5.2.0'},"{'babel-polyfill': '^6.23.0', 'core-util-is': '^1.0.2', 'inherits': '^2.0.3', 'tap': '~0.4.8'}",71,185764975.66666666,510047.58685312,349,0.9033679304195238,0.5955346135067278,0.9998651952945008
360,util-deprecate,1.0.2,The Node.js `util.deprecate()` function with browser support,"['util', 'deprecate', 'browserify', 'browser', 'node']",,,49,100059138.33333333,350117.59946727543,292,0.5230118181309146,0.5725631338137684,0.16666666666666666
361,stack-trace,0.0.10,Get v8 stack traces as an array of CallSite objects.,,,"{'far': '0.0.3', 'long-stack-traces': '0.1.2'}",462,26592530.0,50063.8509512938,526,0.6632752463734171,0.5651984930232642,0.15477198581998905
362,winston-transport,4.4.0,Base stream implementations for winston@3 and up.,"['winston', 'transport', 'winston3']","{'readable-stream': '^2.3.7', 'triple-beam': '^1.2.0'}","{'@types/node': '^14.0.13', 'abstract-winston-transport': '>= 0.3.0', 'assume': '^2.2.0', 'babel-cli': '^6.26.0', 'babel-preset-env': '^1.7.0', 'eslint-config-populist': '^4.2.0', 'logform': '^2.2.0', 'mocha': '^8.0.1', 'nyc': '^15.1.0', 'rimraf': '^3.0.2', 'winston-compat': '^0.1.5'}",89,12642124.333333334,45033.299771689504,341,0.871094063635201,0.47967434221149186,0.3519867725762986
363,css-loader,5.2.0,css loader module for webpack,"['webpack', 'css', 'loader', 'url', 'import']","{'camelcase': '^6.2.0', 'cssesc': '^3.0.0', 'icss-utils': '^5.1.0', 'loader-utils': '^2.0.0', 'postcss': '^8.2.8', 'postcss-modules-extract-imports': '^3.0.0', 'postcss-modules-local-by-default': '^4.0.0', 'postcss-modules-scope': '^3.0.0', 'postcss-modules-values': '^4.0.0', 'postcss-value-parser': '^4.1.0', 'schema-utils': '^3.0.0', 'semver': '^7.3.4'}","{'@babel/cli': '^7.13.10', '@babel/core': '^7.13.10', '@babel/preset-env': '^7.13.10', '@commitlint/cli': '^12.0.1', '@commitlint/config-conventional': '^12.0.1', '@webpack-contrib/eslint-config-webpack': '^3.0.0', 'babel-jest': '^26.6.3', 'cross-env': '^7.0.3', 'del': '^6.0.0', 'del-cli': '^3.0.1', 'es-check': '^5.2.3', 'eslint': '^7.22.0', 'eslint-config-prettier': '^8.1.0', 'eslint-plugin-import': '^2.22.1', 'file-loader': '^6.2.0', 'husky': '^4.3.8', 'jest': '^26.6.3', 'less': '^4.1.1', 'less-loader': '^7.1.0', 'lint-staged': '^10.5.4', 'memfs': '^3.2.0', 'mini-css-extract-plugin': '^1.3.9', 'npm-run-all': '^4.1.5', 'postcss-loader': '^4.0.4', 'postcss-preset-env': '^6.7.0', 'prettier': '^2.1.2', 'sass': '^1.32.8', 'sass-loader': '^10.1.0', 'standard-version': '^9.1.1', 'strip-ansi': '^6.0.0', 'style-loader': '^2.0.0', 'stylus': '^0.54.8', 'stylus-loader': '^4.3.0', 'url-loader': '^4.1.1', 'webpack': '^5.26.0'}",4770,50452680.666666664,156734.3620814308,11086,0.9981850782230715,0.814685153817541,0.817920698809121
364,camelcase,6.2.0,Convert a dash/dot/underscore/space separated string to camelCase or PascalCase: `foo-bar` → `fooBar`,"['camelcase', 'camel-case', 'camel', 'case', 'dash', 'hyphen', 'dot', 'underscore', 'separator', 'string', 'text', 'convert', 'pascalcase', 'pascal-case']",,"{'ava': '^1.4.1', 'tsd': '^0.11.0', 'xo': '^0.28.3'}",591,199858708.66666666,441826.63407534244,2949,0.8348371147464844,0.726025129647307,0.9999242345935868
365,cssesc,3.0.0,A JavaScript library for escaping CSS strings and identifiers while generating the shortest possible ASCII-only output.,"['css', 'escape', 'identifier', 'string', 'tool']",,"{'babel-cli': '^6.26.0', 'babel-preset-env': '^1.6.1', 'codecov': '^1.0.1', 'grunt': '^1.0.1', 'grunt-template': '^1.0.0', 'istanbul': '^0.4.4', 'mocha': '^2.5.3', 'regenerate': '^1.2.1', 'requirejs': '^2.1.16'}",127,63262559.666666664,92660.83778538811,90,0.9893767306672123,0.5259749568797506,0.999894531306083
366,icss-utils,5.1.0,ICSS utils for postcss ast,"['css', 'modules', 'icss', 'postcss']",,"{'coveralls': '^3.1.0', 'eslint': '^7.9.0', 'eslint-config-prettier': '^6.12.0', 'husky': '^4.3.0', 'jest': '^26.4.2', 'lint-staged': '^10.4.0', 'postcss': '^8.1.0', 'prettier': '^2.1.2'}",48,40452749.666666664,98984.36769406393,69,0.9852674958385882,0.4891139775642215,0.999894531306083
367,postcss,8.2.9,Tool for transforming styles with JS plugins,"['css', 'postcss', 'rework', 'preprocessor', 'parser', 'source map', 'transform', 'manipulation', 'transpiler']","{'colorette': '^1.2.2', 'nanoid': '^3.1.22', 'source-map': '^0.6.1'}","{'@logux/eslint-config': '^45.2.1', '@size-limit/preset-small-lib': '^4.10.2', '@types/fs-extra': '^9.0.9', '@types/jest': '^26.0.22', '@types/node': '^14.14.37', '@typescript-eslint/eslint-plugin': '^4.20.0', '@typescript-eslint/parser': '^4.20.0', 'check-dts': '^0.4.4', 'ci-job-number': '^1.2.2', 'clean-publish': '^2.1.1', 'concat-with-sourcemaps': '^1.1.0', 'eslint': '^7.23.0', 'eslint-config-standard': '^16.0.2', 'eslint-plugin-import': '^2.22.1', 'eslint-plugin-jest': '^24.3.2', 'eslint-plugin-node': '^11.1.0', 'eslint-plugin-prefer-let': '^1.1.0', 'eslint-plugin-promise': '^4.3.1', 'eslint-plugin-security': '^1.4.0', 'eslint-plugin-unicorn': '^29.0.0', 'fs-extra': '^9.1.0', 'jest': '^26.6.3', 'lint-staged': '^10.5.4', 'nanodelay': '^1.0.8', 'postcss-parser-tests': '^8.3.5', 'prettier': '^2.2.1', 'simple-git-hooks': '^2.2.0', 'size-limit': '^4.10.2', 'strip-ansi': '^6.0.0', 'ts-jest': '^26.5.4', 'typescript': '^4.2.3', 'yaspeller': '^7.0.0'}",26365,160701211.0,603996.9259132419,5413,0.9336506340247103,0.8968339798386615,0.999605745214287
368,nanoid,3.1.22,"A tiny (108 bytes), secure URL-friendly unique string ID generator","['uuid', 'random', 'id', 'url']",,"{'@babel/core': '^7.13.10', '@logux/eslint-config': '^45.2.0', '@logux/sharec-config': '^0.9.0', '@parcel/optimizer-cssnano': '2.0.0-nightly.612', '@parcel/optimizer-htmlnano': '2.0.0-nightly.612', '@parcel/packager-css': '2.0.0-nightly.612', '@parcel/packager-html': '2.0.0-nightly.612', '@parcel/transformer-css': '2.0.0-nightly.612', '@parcel/transformer-html': '2.0.0-nightly.612', '@parcel/transformer-postcss': '2.0.0-nightly.612', '@parcel/transformer-posthtml': '2.0.0-nightly.612', '@size-limit/dual-publish': '^4.10.1', '@size-limit/preset-small-lib': '^4.10.1', '@typescript-eslint/eslint-plugin': '^4.17.0', '@typescript-eslint/parser': '^4.17.0', 'benchmark': '^2.1.4', 'check-dts': '^0.4.4', 'colorette': '^1.2.2', 'cuid': '^2.1.8', 'dual-publish': '^1.0.5', 'eslint': '^7.22.0', 'eslint-config-standard': '^16.0.2', 'eslint-plugin-es5': '^1.5.0', 'eslint-plugin-import': '^2.22.1', 'eslint-plugin-jest': '^24.3.1', 'eslint-plugin-node': '^11.1.0', 'eslint-plugin-prefer-let': '^1.1.0', 'eslint-plugin-promise': '^4.3.1', 'eslint-plugin-security': '^1.4.0', 'eslint-plugin-unicorn': '^28.0.2', 'jest': '^26.6.3', 'lint-staged': '^10.5.4', 'parcel': '^2.0.0-nightly.477', 'postcss': '^8.2.8', 'prettier': '^2.2.1', 'rndm': '^1.2.0', 'secure-random-string': '^1.1.3', 'shortid': '^2.2.16', 'simple-git-hooks': '^2.0.3', 'size-limit': '^4.10.1', 'terser': '^5.6.0', 'typescript': '^4.2.3', 'uid-safe': '^2.1.5', 'uuid': '^8.3.2', 'yaspeller': '^7.0.0'}",12562,29183869.666666668,205673.86250000002,1409,0.8448893104859356,0.7558240233996443,0.9999903701525239
369,postcss-modules-extract-imports,3.0.0,A CSS Modules transform to extract local aliases for inline imports,"['css-modules', 'postcss', 'plugin']",,"{'coveralls': '^3.1.0', 'eslint': '^7.10.0', 'eslint-config-prettier': '^6.12.0', 'husky': '^4.3.0', 'jest': '^26.5.2', 'lint-staged': '^10.4.0', 'postcss': '^8.1.1', 'prettier': '^2.1.2'}",61,44106803.666666664,108338.0204908675,132,0.9983843841871567,0.5132292901412758,0.999894531306083
370,postcss-modules-local-by-default,4.0.0,A CSS Modules transform to make local scope the default,"['css-modules', 'postcss', 'css', 'postcss-plugin']","{'icss-utils': '^5.0.0', 'postcss-selector-parser': '^6.0.2', 'postcss-value-parser': '^4.1.0'}","{'coveralls': '^3.1.0', 'eslint': '^7.10.0', 'eslint-config-prettier': '^6.12.0', 'husky': '^4.3.0', 'jest': '^26.5.2', 'lint-staged': '^10.4.0', 'postcss': '^8.1.0', 'prettier': '^2.1.2'}",50,45642317.0,111356.1486111111,143,0.9993255492678991,0.5137801188137697,0.9999410146278274
371,postcss-selector-parser,6.0.4,> Selector parser with built in methods for working with selector strings.,,"{'cssesc': '^3.0.0', 'indexes-of': '^1.0.1', 'uniq': '^1.0.1', 'util-deprecate': '^1.0.2'}","{'@babel/cli': '^7.2.3', '@babel/core': '^7.3.4', '@babel/plugin-proposal-class-properties': '^7.3.4', '@babel/preset-env': '^7.3.4', '@babel/register': '^7.0.0', 'ava': '^1.3.1', 'babel-eslint': '^10.0.1', 'babel-plugin-add-module-exports': '^1.0.0', 'coveralls': '^3.0.3', 'del-cli': '^1.1.0', 'eslint': '^5.15.1', 'eslint-plugin-babel': '^5.3.0', 'eslint-plugin-import': '^2.16.0', 'glob': '^7.1.3', 'minimist': '^1.2.0', 'nyc': '^13.3.0', 'postcss': '^7.0.14', 'semver': '^5.6.0', 'typescript': '^4.0.3'}",213,121056742.66666667,382882.94353120227,440,0.9844702653172174,0.6184915224824546,0.8046444412527276
